Date,UPI_Volume_Lakhs,UPI_Value_Cr,IMPS_Volume_Lakhs,IMPS_Value_Cr,Cards_Volume_Lakhs,Cards_Value_Cr,ATM_Volume_Lakhs,ATM_Value_Cr,Average_Ticket_Size
2019-03-01,3698.8120931475264,45676.911934452786,974.9461569229475,199988.95526624564,5953.634451857785,198248.48761648725,7720.0,310500.0,1234.9076077445109
2019-04-01,3798.123231960196,46655.71876835429,1019.9436718578527,203988.73437157055,5983.402624117073,199834.47551741914,7712.0,310800.0,1228.388757261977
2019-05-01,4179.588911152719,51951.93104883771,1066.351108927385,208068.50905900198,6013.319637237659,201433.15132155851,7704.0,311100.0,1242.991407844211
2019-06-01,4564.542294764439,55466.49671660542,1107.0985129169353,212229.879240182,6043.386235423846,203044.61653213095,7696.0,311400.0,1215.160100065802
2019-07-01,5010.245824650822,60825.93220124844,1136.4910033311746,216474.47682498564,6073.603166600965,204668.97346438802,7688.0,311700.0,1214.03089449184
2019-08-01,5493.317389919222,67391.53484606657,1151.8252928387794,220803.96636148536,6103.971182433969,206306.32525210312,7680.0,312000.0,1226.791209438156
2019-09-01,5959.905076527343,72958.28957570322,1154.2527341546652,225220.0456887151,6134.491038346138,207956.77585411997,7672.0,312300.0,1224.1518722008543
2019-10-01,7463.241504269799,91821.17159463251,1148.622233012447,229724.4466024894,6165.163493537869,209620.4300609529,7664.0,312600.0,1230.3122114177954
2019-11-01,8203.552847637304,101054.19753850096,1142.3048107308787,234318.9355345392,6195.989311005556,211297.39350144056,7656.0,312900.0,1231.834540660093
2019-12-01,8526.329973903761,103700.53783719028,1143.280402782187,239005.31424522997,6226.969257560584,212987.77264945206,7648.0,313200.0,1216.2388525260326
2020-01-01,8502.60888808388,101147.67526497087,1157.9807475181392,243785.42053013458,6258.104103848386,214691.67483064768,7640.0,313500.0,1189.6075263055545
2020-02-01,9310.841024346195,110824.951467514,1189.468931054587,248661.12894073725,6289.394624367628,216409.20822929288,7632.0,313800.0,1190.278635170834
2020-03-01,10773.383131603261,125678.47960856004,1236.4674636578159,253634.351519552,6320.841597489465,218140.48189512722,7624.0,314100.0,1166.5646535848853
2020-04-01,11090.441108245579,130834.32578004908,1293.5351927497154,258707.03854994307,6352.445805476912,219885.60575028823,7616.0,314400.0,1179.7035348104926
2020-05-01,12002.854679854032,143725.61652228778,1352.3910440198274,263881.17932094197,6384.208034504295,221644.69059629054,7608.0,314700.0,1197.4286147404696
2020-06-01,13033.531678536741,153788.9887080374,1404.0686047792997,269158.8029073608,6416.129074676816,223417.84812106087,7600.0,315000.0,1179.948708463208
2020-07-01,14224.469260192964,168977.36030913214,1441.345389568917,274541.978965508,6448.209720050199,225205.19090602937,7592.0,315300.0,1187.9343771511647
2020-08-01,15145.66756674179,183531.14644521303,1460.7929764123835,280032.81854481815,6480.450768650449,227006.8324332776,7584.0,315600.0,1211.7732390233307
2020-09-01,16697.12978602951,197537.04713788076,1463.871558943037,285633.4749157145,6512.853022493702,228822.88709274383,7576.0,315900.0,1183.0599011283966
2020-10-01,20853.284283107947,246358.38425275846,1456.730722070144,291346.14441402885,6545.417287606169,230653.4701894858,7568.0,316200.0,1181.388892551181
2020-11-01,22605.362000269073,266766.860493361,1448.7187030987582,297173.0673023094,6578.144374044199,232498.69795100167,7560.0,316500.0,1180.104350862356
2020-12-01,23576.08974950088,279178.54478279647,1449.9559897126705,303116.5286483556,6611.035095914419,234358.68753460966,7552.0,316800.0,1184.1596623914568
2021-01-01,22747.448166865648,266959.3738245382,1468.5995813012828,309178.8592213227,6644.090271393991,236233.55703488653,7544.0,317100.0,1173.5794356634522
2021-02-01,24010.16842797846,280757.95554577775,1508.5342116970628,315362.4364057492,6677.310722750961,238123.42549116563,7536.0,317400.0,1169.3293880380172
2021-03-01,26246.72042692999,307712.25266305136,1568.1397150275877,321669.6851338642,6710.6972763647145,240028.41289509498,7528.0,317700.0,1172.3836260599194
2021-04-01,26724.02427948246,308243.99661433673,1640.5153941827068,328103.07883654145,6744.2507627465375,241948.6401982557,7520.0,318000.0,1153.4340539085388
2021-05-01,27561.939937478335,323584.2786334984,1715.1588446180203,334665.1404132723,6777.972016560269,243884.22931984175,7512.0,318300.0,1174.0257738298494
2021-06-01,29042.140445726964,333905.81377561623,1780.6984870142287,341358.44322153775,6811.861876643071,245835.30315440052,7504.0,318600.0,1149.7286654873421
2021-07-01,30524.820163049502,349353.0150507547,1827.9744634513345,348185.6120859685,6845.921186026285,247801.98557963574,7496.0,318900.0,1144.488364500338
2021-08-01,32444.22951453058,367897.3392679652,1852.638705889604,355149.3243276879,6880.150791956416,249784.4014642728,7488.0,319200.0,1133.9376671071739
2021-09-01,33811.91265464141,389504.0481536038,1856.5430929229888,362252.31081424165,6914.551545916197,251782.676675987,7480.0,319500.0,1151.972833161025
2021-10-01,41065.66840453322,464832.32149211376,1847.4867851526321,369497.3570305265,6949.124303645777,253796.93808939488,7471.999999999999,319800.0,1131.9244019435005
2021-11-01,42685.11484412876,489372.7046102598,1837.3256078342931,376887.304171137,6983.869925164005,255827.31359411005,7464.0,320100.0,1146.471566018457
2021-12-01,43504.528971141495,487918.12835225393,1838.8947864299093,384425.0502545598,7018.789274789824,257873.93210286292,7455.999999999999,320400.0,1121.5341020607577
2022-01-01,41644.42273240861,462947.5457416298,1862.539368483342,392113.55125965097,7053.883221163773,259936.92355968585,7448.0,320700.0,1111.6675784326667
2022-02-01,42941.99283517516,483158.35208803246,1913.1861358016777,399955.822284844,7089.152637269592,262016.4189481633,7439.999999999999,321000.0,1125.1418953529842
2022-03-01,46589.94103716444,534782.6394765653,1988.7803263113872,407954.9387305409,7124.598400455938,264112.55029974866,7432.0,321300.0,1147.8500027505365
2022-04-01,46549.64534890766,533316.4709506679,2080.5701875257582,416114.03750515176,7160.2213924582165,266225.4507021466,7423.999999999999,321600.0,1145.6939509490435
2022-05-01,48369.12364849789,557608.0861297839,2175.2361310581796,424436.3182552547,7196.022499420507,268355.2543077638,7416.0,321900.0,1152.8182527803572
2022-06-01,50272.668919481854,585609.7161939793,2258.3562447457352,432925.04462035984,7232.002611917609,270502.0963422259,7408.0,322200.0,1164.8669720159648
2022-07-01,52167.16155607234,628572.2634506075,2318.3136139420267,441583.54551276704,7268.162624977196,272666.11311296374,7400.0,322500.0,1204.9194257482861
2022-08-01,55015.41093201589,665087.5048320895,2349.593837033463,450415.2164230224,7304.503438102081,274847.4420178674,7392.0,322800.0,1208.9112733411318
2022-09-01,57602.81310383761,704809.7567821202,2354.54554385135,459423.52075148287,7341.025955292592,277046.22155401035,7384.0,323100.0,1223.5682925963984
2022-10-01,70058.819133597,849279.8422036594,2343.059955832563,468611.99116651254,7377.731085069054,279262.59132644243,7376.0,323400.0,1212.238305907134
2022-11-01,73905.81541891649,896955.1863922346,2330.173126075484,477984.2309898428,7414.619740494398,281496.692057054,7368.0,323700.0,1213.6462892778736
2022-12-01,72807.13587110453,895855.7505378707,2332.163223953577,487543.91560963966,7451.6928391968695,283748.66559351044,7360.0,324000.0,1230.4504768926297
2023-01-01,68996.64393658201,829834.9729207789,2362.1502711287044,497294.79392183246,7488.951303392852,286018.65491825854,7352.0,324300.0,1202.7178795587774
2023-02-01,71759.60307029233,878507.3635953378,2426.382618201301,507240.6898002691,7526.396059909815,288306.8041576046,7344.0,324600.0,1224.23665406119
2023-03-01,78039.44263170588,959280.8017721575,2522.2543300318384,517385.50359627453,7564.028040209364,290613.2585908654,7336.0,324900.0,1229.2255933955387
2023-04-01,77969.49722954253,968030.253553104,2638.6660683409996,527733.2136682001,7601.848180410409,292938.1646595924,7328.0,325200.0,1241.549949595313
2023-05-01,81670.89929540396,1034601.4163042032,2758.725374450516,538287.8779415641,7639.857421312461,295281.66997686913,7320.0,325500.0,1266.793221612567
2023-06-01,85879.97981429778,1095583.2723346623,2864.141776597862,549053.6355003953,7678.056708419023,297643.92333668406,7312.0,325800.0,1275.7144036406298
2023-07-01,90587.89169739287,1157184.8200758237,2940.182218104617,560034.7082104032,7716.446991961117,300025.07472337753,7304.0,326100.0,1277.4166595480306
2023-08-01,94573.0987996022,1204684.1753560815,2979.853104372417,571235.4023746114,7755.029226920922,302425.2753211646,7296.0,326400.0,1273.8127339030882
2023-09-01,97244.30422615731,1272129.27052782,2986.1330659132814,582660.1104221035,7793.804373055526,304844.6775237339,7288.0,326700.0,1308.178695555555
2023-10-01,116482.65731387892,1523781.9927127957,2971.5665631527277,594313.3126305456,7832.773394920802,307283.4349439238,7280.0,327000.0,1308.162114302347
2023-11-01,121834.88821237953,1614706.6978360412,2955.222947055388,606199.5788831565,7871.937261895407,309741.7024234751,7272.0,327300.0,1325.3237406196204
2023-12-01,123046.89314007455,1626119.3703524154,2957.7468723596567,618323.5704608196,7911.296948204882,312219.63604286296,7264.0,327600.0,1321.5444363160539
2024-01-01,116095.86532443043,1558758.1698731224,2995.777698882671,630690.041870036,7950.853432945905,314717.3931312058,7256.0,327900.0,1342.6474452963207
2024-02-01,118411.72448228492,1635787.0730766854,3077.2398460029867,643303.8427074368,7990.607700110634,317235.13227625546,7248.0,328200.0,1381.4401236267856
2024-03-01,129266.72911213337,1805412.4139795918,3198.82835786273,656169.9195615856,8030.560738611187,319773.0133344655,7240.0,328500.0,1396.6566852739606
2024-04-01,127484.89450003701,1809333.2002112481,3346.466589764086,669293.3179528173,8070.713542304242,322331.19744114124,7232.0,328800.0,1419.2530082148066
2024-05-01,133244.5009446041,1886467.4828377815,3498.7308195983514,682679.1843118736,8111.0671100157615,324909.84702067036,7224.0,329100.0,1415.7938747671644
2024-06-01,140000.0,1999999.9999999998,3632.4243066340305,696332.7679981111,8151.62244556584,327509.12579683575,7216.0,329400.0,1428.5714285714282
